Name,PlayerId,AVG_cur,OBP_cur,SLG_cur,K_pct_cur,BB_pct_cur,Barrel_pct_cur,BABIP_cur,wOBA_cur,xwOBA_cur,xwOBA_wOBA_gap_cur,PA_cur,Age,mlbamid,AVG_l3,OBP_l3,SLG_l3,K_pct_l3,BB_pct_l3,Barrel_pct_l3,BABIP_l3,wOBA_l3,xwOBA_l3,xwOBA_wOBA_gap_l3,PA_l3,AVG_diff,OBP_diff,SLG_diff,K_pct_diff,BB_pct_diff,Barrel_pct_diff,BABIP_diff,wOBA_diff,xwOBA_diff,xwOBA_wOBA_gap_diff,player_type,AVG_lg_adj_diff,OBP_lg_adj_diff,SLG_lg_adj_diff,K_pct_lg_adj_diff,BB_pct_lg_adj_diff,Barrel_pct_lg_adj_diff,BABIP_lg_adj_diff,wOBA_lg_adj_diff,xwOBA_lg_adj_diff,xwOBA_wOBA_gap_lg_adj_diff
Jimmy Crooks,31354,0.194,0.286,0.355,25.714,11.429,5.714,0.238,0.288,0.366,0.078,35,24,699625,0.133,0.152,0.244,36.957,0,4.348,0.185,0.171,0.223,0.052,46,0.06,0.134,0.11,-11.242,11.429,1.366,0.053,0.117,0.142,0.026,hitter,0.062,0.129,0.116,-10.866,10.64,1.593,0.056,0.112,0.138,0.026
Jo Adell,20220,0.256,0.3,0.401,22.903,2.903,5.806,0.305,0.309,0.338,0.028,310,27,666176,0.226,0.288,0.459,27.056,6.402,9.977,0.253,0.32,0.347,0.026,1086,0.03,0.012,-0.057,-4.153,-3.499,-4.17,0.051,-0.011,-0.009,0.002,hitter,0.032,0.007,-0.051,-3.777,-4.287,-3.943,0.054,-0.016,-0.013,0.003
Joc Pederson,11899,0.246,0.35,0.454,19.725,12.844,6.422,0.269,0.351,0.353,0.002,218,34,592626,0.225,0.337,0.413,22.078,11.872,6.935,0.256,0.33,0.346,0.016,1180,0.021,0.013,0.04,-2.353,0.972,-0.513,0.012,0.021,0.007,-0.014,hitter,0.023,0.009,0.046,-1.977,0.184,-0.286,0.015,0.016,0.002,-0.014
Joe Mack,29780,0.247,0.305,0.361,28.037,7.477,4.673,0.338,0.298,0.292,-0.006,107,23,691788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hitter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joey Bart,21524,0.259,0.29,0.379,33.871,3.226,4.839,0.361,0.294,0.256,-0.038,62,29,663698,0.253,0.346,0.378,27.182,10.342,5.959,0.341,0.324,0.319,-0.004,709,0.006,-0.056,0.001,6.689,-7.116,-1.121,0.02,-0.029,-0.063,-0.034,hitter,0.008,-0.06,0.007,7.065,-7.905,-0.894,0.023,-0.034,-0.067,-0.033
Joey Loperfido,29630,0.232,0.341,0.304,26.829,13.415,2.439,0.333,0.295,0.282,-0.013,82,27,694388,0.261,0.31,0.409,32.159,4.518,2.91,0.374,0.313,0.279,-0.035,366,-0.029,0.032,-0.105,-5.33,8.897,-0.471,-0.04,-0.018,0.003,0.021,hitter,-0.027,0.027,-0.099,-4.954,8.109,-0.244,-0.037,-0.023,-0.001,0.022
Joey Ortiz,25493,0.207,0.299,0.262,15.882,11.765,2.353,0.244,0.263,0.297,0.034,170,27,687401,0.233,0.295,0.345,16.793,7.396,2.685,0.268,0.283,0.286,0.002,1051,-0.026,0.004,-0.083,-0.91,4.369,-0.332,-0.024,-0.021,0.011,0.032,hitter,-0.024,-0,-0.077,-0.534,3.581,-0.105,-0.021,-0.025,0.007,0.032
Joey Wiemer,27690,0.286,0.398,0.514,34.94,14.458,4.819,0.447,0.399,0.315,-0.084,83,27,686894,0.211,0.274,0.368,32.29,6.508,6.383,0.278,0.277,0.29,0.013,499,0.075,0.123,0.146,2.649,7.95,-1.564,0.169,0.121,0.025,-0.097,hitter,0.077,0.119,0.152,3.025,7.161,-1.337,0.172,0.117,0.02,-0.096
John Rave,26284,NA,1,NA,0,100,0,NA,0.701,0.701,0,1,28,670231,0.196,0.283,0.307,26.286,10.286,3.429,0.25,0.267,0.302,0.035,175,NA,0.717,NA,-26.286,89.714,-3.429,NA,0.434,0.4,-0.035,hitter,NA,0.712,NA,-25.91,88.926,-3.202,NA,0.43,0.395,-0.035
Johnathan Rodriguez,22530,0,0.273,0,36.364,27.273,0,0,0.191,0.33,0.139,11,26,671286,0.183,0.275,0.324,30.099,11.287,2.97,0.252,0.268,0.276,0.008,117,-0.183,-0.003,-0.324,6.265,15.986,-2.97,-0.252,-0.077,0.054,0.131,hitter,-0.181,-0.007,-0.318,6.641,15.197,-2.743,-0.249,-0.081,0.05,0.131
Jonah Cox,33270,0.4,0.4,0.8,43.75,0,6.25,0.714,0.507,0.389,-0.118,16,24,813841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hitter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonah Heim,16930,0.239,0.297,0.489,17.822,7.921,4.95,0.243,0.338,0.309,-0.029,101,31,641680,0.221,0.275,0.346,19.473,6.717,4.59,0.25,0.273,0.282,0.01,1425,0.018,0.022,0.143,-1.652,1.204,0.36,-0.007,0.065,0.026,-0.038,hitter,0.021,0.017,0.149,-1.276,0.416,0.587,-0.004,0.06,0.022,-0.038
Jonathan Aranda,21837,0.272,0.375,0.444,24.252,13.621,7.309,0.331,0.359,0.373,0.015,301,28,666018,0.299,0.377,0.475,25.057,9.614,8.365,0.381,0.368,0.375,0.006,668,-0.027,-0.002,-0.031,-0.804,4.007,-1.056,-0.05,-0.01,-0.001,0.008,hitter,-0.025,-0.007,-0.025,-0.428,3.219,-0.829,-0.047,-0.014,-0.006,0.009
Jonathan India,21523,0.167,0.31,0.312,22.414,13.793,3.448,0.182,0.292,0.285,-0.007,58,29,663697,0.24,0.337,0.368,19.223,10.654,4.512,0.284,0.315,0.33,0.015,1733,-0.073,-0.027,-0.056,3.191,3.139,-1.064,-0.102,-0.023,-0.046,-0.022,hitter,-0.071,-0.032,-0.05,3.567,2.351,-0.837,-0.099,-0.028,-0.05,-0.022
Jonny DeLuca,26365,0.269,0.298,0.412,20.8,4,2.4,0.33,0.311,0.277,-0.034,125,27,676356,0.243,0.295,0.361,21.318,5.961,2.595,0.302,0.287,0.271,-0.016,466,0.026,0.003,0.05,-0.518,-1.961,-0.195,0.027,0.024,0.006,-0.018,hitter,0.028,-0.001,0.056,-0.142,-2.749,0.032,0.03,0.019,0.002,-0.017
Jorbit Vivas,23917,0.242,0.325,0.318,13.636,8.442,2.597,0.277,0.294,0.294,0,154,25,678391,0.161,0.266,0.25,19.697,7.576,3.03,0.19,0.242,0.304,0.063,66,0.082,0.059,0.068,-6.061,0.866,-0.433,0.086,0.053,-0.01,-0.063,hitter,0.084,0.054,0.074,-5.685,0.077,-0.206,0.089,0.048,-0.015,-0.063
Jordan Beck,31431,0.183,0.227,0.305,25,5.682,2.273,0.233,0.235,0.255,0.02,88,25,687597,0.247,0.305,0.393,30.498,7.188,5.613,0.341,0.305,0.296,-0.01,772,-0.064,-0.078,-0.089,-5.498,-1.506,-3.34,-0.108,-0.07,-0.041,0.03,hitter,-0.062,-0.083,-0.083,-5.122,-2.294,-3.113,-0.105,-0.075,-0.045,0.03
Jordan Lawlar,29976,0.267,0.389,0.4,25,8.333,2.778,0.35,0.361,0.367,0.006,36,23,691783,0.177,0.252,0.274,34.901,7.921,2.475,0.284,0.237,0.248,0.01,108,0.089,0.136,0.126,-9.901,0.413,0.303,0.066,0.123,0.119,-0.004,hitter,0.092,0.132,0.132,-9.525,-0.376,0.529,0.069,0.119,0.115,-0.004
Jordan Walker,27475,0.292,0.346,0.545,25.581,6.977,9.635,0.344,0.384,0.373,-0.011,301,24,691023,0.222,0.283,0.338,29.674,7.116,6.277,0.303,0.274,0.286,0.012,1039,0.071,0.062,0.207,-4.093,-0.14,3.357,0.041,0.11,0.087,-0.022,hitter,0.073,0.058,0.213,-3.717,-0.928,3.584,0.044,0.105,0.083,-0.022
Jorge Barrosa,23968,0.172,0.241,0.313,30.631,7.207,3.604,0.25,0.248,0.207,-0.041,111,25,678489,0.145,0.17,0.234,26.424,2.278,0.683,0.18,0.175,0.21,0.036,95,0.026,0.071,0.079,4.207,4.929,2.92,0.07,0.073,-0.003,-0.077,hitter,0.029,0.066,0.085,4.583,4.141,3.147,0.073,0.068,-0.008,-0.076
Jorge Mateo,17273,0.287,0.33,0.468,29,6,7,0.377,0.349,0.346,-0.003,100,31,622761,0.21,0.252,0.344,27.07,5.184,2.952,0.272,0.259,0.256,-0.003,641,0.077,0.078,0.124,1.93,0.816,4.048,0.105,0.09,0.09,0.001,hitter,0.079,0.073,0.129,2.306,0.028,4.275,0.108,0.085,0.086,0.001
Jorge Polanco,13152,0.179,0.246,0.286,18.033,8.197,3.279,0.205,0.242,0.27,0.028,61,32,593871,0.248,0.317,0.447,20.801,8.787,7.094,0.273,0.329,0.332,0.003,1336,-0.069,-0.071,-0.161,-2.768,-0.59,-3.815,-0.069,-0.087,-0.062,0.025,hitter,-0.067,-0.076,-0.155,-2.392,-1.379,-3.588,-0.066,-0.092,-0.067,0.025
Jorge Soler,14221,0.22,0.3,0.402,31.276,9.053,6.584,0.288,0.31,0.306,-0.003,243,34,624585,0.232,0.32,0.43,26.67,10.575,7.918,0.282,0.326,0.329,0.003,1469,-0.012,-0.02,-0.028,4.606,-1.522,-1.334,0.006,-0.016,-0.023,-0.007,hitter,-0.01,-0.024,-0.022,4.982,-2.31,-1.107,0.009,-0.021,-0.027,-0.006
Jose Altuve,5417,0.234,0.312,0.391,22.072,9.91,4.505,0.275,0.311,0.299,-0.012,222,36,514888,0.279,0.341,0.447,16.993,8.034,4.768,0.307,0.34,0.308,-0.033,1746,-0.046,-0.029,-0.056,5.079,1.876,-0.263,-0.033,-0.029,-0.009,0.021,hitter,-0.043,-0.034,-0.05,5.455,1.088,-0.036,-0.03,-0.034,-0.013,0.021
Jose Azocar,18821,0.333,0.375,0.467,18.75,6.25,0,0.417,0.37,0.3,-0.07,16,30,640492,0.232,0.287,0.277,19.369,6.532,2.477,0.29,0.255,0.292,0.037,202,0.101,0.088,0.19,-0.619,-0.282,-2.477,0.126,0.115,0.007,-0.107,hitter,0.103,0.084,0.196,-0.243,-1.07,-2.251,0.129,0.11,0.003,-0.107
Jose Caballero,23401,0.263,0.315,0.419,19.907,5.556,2.315,0.3,0.323,0.288,-0.035,216,29,676609,0.231,0.317,0.345,26.683,9.612,3.325,0.311,0.296,0.283,-0.013,1133,0.032,-0.002,0.074,-6.776,-4.056,-1.01,-0.011,0.027,0.005,-0.022,hitter,0.034,-0.006,0.08,-6.4,-4.844,-0.783,-0.008,0.022,0.001,-0.022
Jose Fermin,21746,0.268,0.321,0.381,15.888,7.477,0.935,0.304,0.312,0.262,-0.05,107,27,665877,0.23,0.323,0.319,14.043,10.34,0,0.267,0.292,0.3,0.008,210,0.038,-0.002,0.062,1.845,-2.863,0.935,0.037,0.02,-0.039,-0.058,hitter,0.04,-0.007,0.068,2.221,-3.651,1.161,0.04,0.015,-0.043,-0.058
Jose Fernandez,28020,0.255,0.289,0.352,22.599,3.955,2.825,0.32,0.285,0.276,-0.009,177,22,699912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hitter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jose Ramirez,13510,0.239,0.339,0.418,14.013,13.057,4.777,0.249,0.33,0.355,0.025,314,33,608070,0.282,0.351,0.511,11.291,9.259,5.965,0.275,0.36,0.339,-0.02,2046,-0.043,-0.013,-0.093,2.721,3.798,-1.188,-0.026,-0.03,0.015,0.045,hitter,-0.041,-0.017,-0.088,3.097,3.01,-0.961,-0.023,-0.035,0.011,0.046
Jose Siri,17452,0.319,0.396,0.574,27.273,9.091,10.909,0.414,0.42,0.379,-0.041,55,30,642350,0.182,0.249,0.369,38.4,7.044,7.786,0.252,0.268,0.288,0.02,848,0.137,0.148,0.206,-11.128,2.046,3.123,0.161,0.152,0.091,-0.061,hitter,0.139,0.143,0.212,-10.752,1.258,3.35,0.164,0.147,0.086,-0.061
Jose Tena,23691,0.217,0.273,0.357,31.655,6.475,6.475,0.305,0.28,0.297,0.017,139,25,677588,0.252,0.307,0.353,23.21,7.158,4.411,0.329,0.291,0.302,0.01,371,-0.035,-0.034,0.003,8.444,-0.684,2.064,-0.024,-0.012,-0.005,0.007,hitter,-0.033,-0.039,0.009,8.82,-1.472,2.291,-0.021,-0.016,-0.009,0.007
Jose Trevino,16725,0.156,0.182,0.188,17.143,2.857,0,0.192,0.168,0.21,0.042,35,33,624431,0.229,0.276,0.349,14.286,6.008,3.613,0.248,0.273,0.275,0.002,704,-0.073,-0.094,-0.162,2.857,-3.151,-3.613,-0.056,-0.105,-0.065,0.04,hitter,-0.071,-0.099,-0.156,3.233,-3.94,-3.387,-0.053,-0.11,-0.069,0.041
Josh Bell,13145,0.24,0.295,0.385,23.509,6.667,7.018,0.291,0.3,0.312,0.011,285,33,605137,0.243,0.323,0.413,18.346,9.841,7.228,0.265,0.321,0.339,0.017,1753,-0.002,-0.028,-0.027,5.163,-3.174,-0.211,0.026,-0.021,-0.027,-0.006,hitter,0,-0.033,-0.022,5.539,-3.963,0.016,0.029,-0.025,-0.031,-0.006
Josh Jung,26299,0.299,0.358,0.452,15.972,7.292,3.819,0.335,0.356,0.352,-0.005,288,28,673962,0.255,0.297,0.406,25.867,5.201,6.136,0.32,0.305,0.307,0.002,1214,0.044,0.06,0.046,-9.895,2.091,-2.317,0.015,0.051,0.045,-0.006,hitter,0.046,0.056,0.052,-9.519,1.302,-2.09,0.018,0.047,0.041,-0.006
Josh Lowe,19953,0.184,0.226,0.32,29.104,4.478,5.224,0.22,0.241,0.263,0.022,134,28,666139,0.236,0.296,0.391,27.052,7.61,5.082,0.303,0.298,0.302,0.005,1323,-0.052,-0.07,-0.071,2.052,-3.133,0.142,-0.083,-0.056,-0.04,0.017,hitter,-0.049,-0.075,-0.066,2.428,-3.921,0.369,-0.08,-0.061,-0.044,0.017
Josh Naylor,18839,0.253,0.315,0.372,12.838,7.77,4.054,0.268,0.305,0.323,0.018,296,29,647304,0.278,0.341,0.463,14.74,8.256,5.615,0.293,0.344,0.336,-0.008,1732,-0.025,-0.026,-0.091,-1.902,-0.486,-1.561,-0.025,-0.04,-0.013,0.027,hitter,-0.023,-0.031,-0.085,-1.526,-1.275,-1.334,-0.022,-0.044,-0.017,0.027
Josh Rojas,19734,0.2,0.2,0.2,0,0,0,0.2,0.179,0.166,-0.013,5,32,668942,0.211,0.285,0.308,22.767,9.178,3.106,0.265,0.265,0.28,0.015,1037,-0.011,-0.085,-0.108,-22.767,-9.178,-3.106,-0.065,-0.087,-0.114,-0.027,hitter,-0.008,-0.09,-0.102,-22.391,-9.966,-2.879,-0.062,-0.091,-0.118,-0.027
Josh Smith,26396,0.216,0.319,0.237,17.699,12.389,3.54,0.269,0.262,0.299,0.037,113,28,669701,0.25,0.334,0.374,19.034,9.081,3.317,0.298,0.314,0.309,-0.006,1387,-0.034,-0.016,-0.137,-1.335,3.308,0.222,-0.029,-0.052,-0.01,0.042,hitter,-0.032,-0.02,-0.132,-0.959,2.519,0.449,-0.026,-0.057,-0.014,0.043
Juan Brito,26693,0.176,0.25,0.255,30.357,7.143,1.786,0.265,0.234,0.256,0.023,56,24,682877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hitter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juan Soto,20123,0.289,0.389,0.549,13.75,14.167,11.25,0.28,0.398,0.422,0.024,240,27,665742,0.273,0.405,0.539,18.234,17.969,11.461,0.283,0.401,0.437,0.037,2136,0.016,-0.016,0.01,-4.484,-3.803,-0.211,-0.002,-0.002,-0.015,-0.013,hitter,0.018,-0.021,0.015,-4.108,-4.591,0.016,0.001,-0.007,-0.02,-0.013
Julio Rodriguez,23697,0.248,0.31,0.426,20.245,7.669,6.442,0.277,0.322,0.341,0.019,326,25,677594,0.27,0.325,0.456,22.989,6.243,7.013,0.317,0.336,0.346,0.011,2037,-0.021,-0.015,-0.029,-2.743,1.426,-0.571,-0.04,-0.013,-0.005,0.008,hitter,-0.019,-0.02,-0.024,-2.367,0.637,-0.344,-0.037,-0.018,-0.009,0.008
Jung Hoo Lee,33824,0.331,0.364,0.445,9.579,4.215,1.916,0.356,0.354,0.336,-0.019,261,27,808982,0.266,0.325,0.397,11.071,7.446,3.035,0.288,0.315,0.32,0.005,775,0.065,0.039,0.048,-1.492,-3.231,-1.119,0.068,0.039,0.016,-0.023,hitter,0.067,0.034,0.054,-1.116,-4.02,-0.892,0.071,0.034,0.011,-0.023
Junior Caminero,28163,0.273,0.371,0.489,17.264,13.681,8.469,0.289,0.374,0.363,-0.011,307,22,691406,0.262,0.309,0.518,19.494,6.263,10.125,0.264,0.349,0.339,-0.011,866,0.011,0.062,-0.029,-2.23,7.418,-1.656,0.025,0.025,0.025,-0,hitter,0.013,0.058,-0.023,-1.854,6.629,-1.429,0.028,0.02,0.02,0
Justin Crawford,31791,0.238,0.294,0.332,20.642,6.422,0.917,0.297,0.281,0.267,-0.014,218,22,702222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hitter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Foscue,27501,0.264,0.316,0.444,24.051,5.063,6.329,0.314,0.332,0.357,0.024,79,27,679822,0.064,0.096,0.111,38.983,3.39,1.695,0.108,0.095,0.147,0.052,53,0.2,0.22,0.333,-14.932,1.673,4.634,0.206,0.237,0.209,-0.028,hitter,0.202,0.216,0.339,-14.556,0.885,4.861,0.209,0.233,0.205,-0.028
Kameron Misner,26374,0.375,0.412,0.375,35.294,5.882,0,0.6,0.357,0.273,-0.084,17,28,670224,0.207,0.265,0.333,33.186,7.08,3.097,0.294,0.263,0.241,-0.022,232,0.168,0.147,0.042,2.108,-1.197,-3.097,0.306,0.094,0.032,-0.061,hitter,0.17,0.142,0.048,2.484,-1.986,-2.87,0.309,0.089,0.028,-0.061
Kazuma Okamoto,37123,0.233,0.316,0.444,32.302,9.966,8.247,0.3,0.333,0.326,-0.007,291,30,672960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hitter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ke'Bryan Hayes,18577,0.142,0.195,0.225,15.625,6.25,7.031,0.153,0.192,0.312,0.12,128,29,663647,0.239,0.29,0.319,19.373,6.071,3.178,0.289,0.27,0.286,0.016,1491,-0.097,-0.095,-0.094,-3.748,0.179,3.854,-0.136,-0.078,0.026,0.104,hitter,-0.095,-0.1,-0.088,-3.372,-0.609,4.08,-0.133,-0.083,0.022,0.104
Keibert Ruiz,19610,0.281,0.301,0.5,12.418,2.614,5.229,0.285,0.342,0.265,-0.077,153,27,660688,0.241,0.275,0.351,10.442,3.55,2.715,0.251,0.273,0.289,0.016,1314,0.04,0.026,0.149,1.977,-0.936,2.514,0.033,0.069,-0.024,-0.094,hitter,0.042,0.021,0.155,2.353,-1.724,2.741,0.036,0.065,-0.028,-0.093
Kerry Carpenter,25961,0.23,0.312,0.475,32.5,8.75,6.25,0.284,0.34,0.307,-0.033,160,28,681481,0.263,0.31,0.515,23.725,5.127,9.136,0.294,0.35,0.346,-0.004,1219,-0.032,0.002,-0.04,8.775,3.623,-2.886,-0.01,-0.01,-0.039,-0.03,hitter,-0.03,-0.002,-0.034,9.151,2.835,-2.659,-0.007,-0.015,-0.044,-0.029
Ketel Marte,13613,0.254,0.306,0.437,14.803,7.237,7.895,0.265,0.324,0.369,0.046,304,32,606466,0.285,0.372,0.527,16.258,11.315,8.824,0.294,0.382,0.385,0.003,1789,-0.031,-0.067,-0.09,-1.455,-4.078,-0.929,-0.029,-0.058,-0.015,0.043,hitter,-0.029,-0.071,-0.084,-1.079,-4.866,-0.703,-0.026,-0.063,-0.02,0.043
Kevin Alcantara,25971,0.111,0.2,0.111,40,10,0,0.2,0.16,0.188,0.028,10,23,682634,0.271,0.311,0.271,25.556,5.556,0,0.371,0.264,0.362,0.099,22,-0.159,-0.111,-0.159,14.444,4.444,0,-0.171,-0.104,-0.175,-0.07,hitter,-0.157,-0.116,-0.154,14.82,3.656,0.227,-0.168,-0.109,-0.179,-0.07
Kevin McGonigle,33572,0.282,0.392,0.42,13.269,14.563,6.149,0.319,0.365,0.368,0.003,309,21,805808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hitter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kody Clemens,20572,0.251,0.318,0.493,21.429,6.723,8.824,0.281,0.35,0.334,-0.017,238,30,665019,0.215,0.278,0.432,24.282,6.891,7.342,0.238,0.304,0.315,0.011,654,0.036,0.04,0.061,-2.854,-0.168,1.481,0.043,0.046,0.018,-0.028,hitter,0.039,0.036,0.067,-2.478,-0.957,1.708,0.046,0.041,0.014,-0.027
Konnor Griffin,35376,0.27,0.327,0.402,26.923,6.731,5.288,0.359,0.322,0.303,-0.019,208,20,804606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hitter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Farmer,14813,0.286,0.267,0.357,26.667,0,0,0.364,0.263,0.247,-0.016,15,35,571657,0.228,0.289,0.368,21.696,6.358,4.2,0.27,0.288,0.291,0.004,911,0.058,-0.022,-0.011,4.971,-6.358,-4.2,0.094,-0.025,-0.044,-0.02,hitter,0.06,-0.027,-0.005,5.347,-7.147,-3.974,0.097,-0.029,-0.049,-0.02
Kyle Higashioka,5517,0.235,0.312,0.391,25.781,9.375,7.031,0.286,0.314,0.309,-0.006,128,36,543309,0.234,0.281,0.425,24.441,5.924,6.557,0.269,0.304,0.296,-0.007,850,0.001,0.032,-0.034,1.34,3.451,0.474,0.017,0.011,0.012,0.002,hitter,0.003,0.027,-0.028,1.716,2.663,0.701,0.02,0.006,0.008,0.002
Kyle Isbel,21614,0.244,0.298,0.354,22.404,5.464,2.186,0.306,0.291,0.275,-0.016,183,29,664728,0.245,0.294,0.361,19.059,5.858,2.035,0.294,0.287,0.265,-0.022,1148,-0.001,0.004,-0.007,3.345,-0.394,0.151,0.011,0.004,0.011,0.006,hitter,0.001,-0.001,-0.001,3.721,-1.182,0.377,0.014,-0,0.006,0.007
Kyle Karros,33252,0.244,0.34,0.356,21.008,12.605,4.622,0.305,0.316,0.335,0.019,238,23,691720,0.226,0.308,0.277,26.282,9.615,0.641,0.309,0.268,0.261,-0.007,156,0.018,0.033,0.079,-5.274,2.99,3.981,-0.004,0.048,0.074,0.027,hitter,0.02,0.028,0.084,-4.898,2.201,4.208,-0.001,0.043,0.07,0.027
Kyle Manzardo,29794,0.236,0.326,0.393,32.569,10.55,6.422,0.333,0.321,0.316,-0.005,218,25,700932,0.234,0.308,0.45,25.552,8.549,7.365,0.269,0.325,0.315,-0.011,687,0.001,0.018,-0.057,7.016,2.001,-0.943,0.064,-0.004,0.001,0.006,hitter,0.004,0.013,-0.051,7.392,1.213,-0.716,0.067,-0.009,-0.003,0.006
Kyle Schwarber,16478,0.249,0.368,0.574,33.968,14.603,10.476,0.308,0.402,0.379,-0.022,315,33,656941,0.238,0.363,0.528,27.915,15.337,10.38,0.264,0.378,0.391,0.012,2136,0.011,0.006,0.046,6.054,-0.733,0.096,0.044,0.023,-0.011,-0.035,hitter,0.013,0.001,0.051,6.43,-1.522,0.323,0.047,0.018,-0.016,-0.034
Kyle Stowers,26151,0.211,0.297,0.362,30.476,9.048,4.762,0.291,0.294,0.304,0.01,210,28,669065,0.268,0.345,0.492,29.168,9.576,10.323,0.345,0.357,0.355,-0.002,699,-0.057,-0.048,-0.13,1.308,-0.528,-5.561,-0.055,-0.064,-0.051,0.013,hitter,-0.055,-0.053,-0.124,1.684,-1.316,-5.334,-0.052,-0.069,-0.056,0.013
Kyle Tucker,18345,0.24,0.337,0.388,20.333,12.333,3.667,0.289,0.324,0.324,-0,300,29,663656,0.273,0.383,0.498,14.842,14.607,7.784,0.283,0.376,0.38,0.004,1610,-0.033,-0.046,-0.11,5.492,-2.273,-4.118,0.005,-0.052,-0.056,-0.004,hitter,-0.031,-0.051,-0.104,5.868,-3.062,-3.891,0.008,-0.057,-0.061,-0.003
Kyler Fedko,29930,0,0,0,40,0,0,0,0,0.062,0.062,5,26,693459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hitter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LaMonte Wade Jr.,18126,0.333,0.385,0.75,23.077,7.692,7.692,0.375,0.476,0.3,-0.176,13,32,664774,0.22,0.334,0.333,22.34,13.54,4.604,0.277,0.3,0.325,0.026,1162,0.113,0.051,0.417,0.737,-5.848,3.088,0.098,0.176,-0.025,-0.201,hitter,0.115,0.046,0.423,1.113,-6.636,3.315,0.101,0.172,-0.029,-0.201
Lane Thomas,16939,0.225,0.356,0.338,21.264,16.092,2.299,0.272,0.321,0.314,-0.008,174,30,657041,0.226,0.295,0.386,27.117,7.997,4.671,0.284,0.297,0.295,-0.003,1352,-0.001,0.061,-0.048,-5.853,8.095,-2.372,-0.012,0.024,0.019,-0.005,hitter,0.001,0.056,-0.043,-5.477,7.306,-2.145,-0.009,0.019,0.015,-0.005
Lars Nootbaar,21454,0.27,0.378,0.486,24.444,15.556,8.889,0.32,0.369,0.409,0.04,45,28,663457,0.239,0.334,0.382,20.095,11.828,6.691,0.282,0.315,0.331,0.016,1491,0.031,0.044,0.105,4.349,3.727,2.198,0.038,0.053,0.077,0.024,hitter,0.033,0.039,0.11,4.725,2.939,2.425,0.041,0.048,0.073,0.025
Lawrence Butler,22542,0.196,0.276,0.296,25.628,10.05,4.02,0.25,0.26,0.305,0.044,199,25,671732,0.241,0.307,0.428,27.073,8.722,6.261,0.301,0.319,0.315,-0.004,1210,-0.046,-0.031,-0.132,-1.444,1.328,-2.241,-0.051,-0.059,-0.01,0.049,hitter,-0.044,-0.036,-0.126,-1.068,0.54,-2.014,-0.048,-0.063,-0.014,0.049
Lenyn Sosa,22896,0.195,0.207,0.283,21.368,0.855,4.274,0.239,0.214,0.249,0.035,117,26,672820,0.259,0.287,0.41,22.65,3.275,6.65,0.304,0.3,0.322,0.021,1086,-0.064,-0.08,-0.127,-1.282,-2.42,-2.376,-0.065,-0.086,-0.073,0.013,hitter,-0.062,-0.085,-0.121,-0.907,-3.209,-2.15,-0.062,-0.091,-0.077,0.014
Leo Jimenez,23782,0.192,0.277,0.219,21.687,7.229,3.614,0.25,0.237,0.325,0.088,83,25,677870,0.195,0.289,0.318,27.468,5.823,5.063,0.254,0.274,0.298,0.024,242,-0.003,-0.012,-0.099,-5.782,1.406,-1.449,-0.004,-0.037,0.027,0.064,hitter,-0.001,-0.017,-0.093,-5.406,0.618,-1.222,-0.001,-0.042,0.022,0.064
Leo Rivas,21009,0.131,0.263,0.172,30,12.5,0.833,0.203,0.218,0.239,0.02,120,28,660844,0.241,0.371,0.314,23.616,15.99,1.599,0.323,0.317,0.292,-0.025,197,-0.109,-0.108,-0.142,6.384,-3.49,-0.766,-0.12,-0.099,-0.053,0.045,hitter,-0.107,-0.112,-0.136,6.76,-4.279,-0.539,-0.117,-0.103,-0.058,0.046
